	division	esr	region	express	source	iso3166	osm_id	lat	lon	name	station_type_en	railway
7132	Горьковское	263047	Владимирская область	2060780.0	vladimir	RU-VLA	247213098.0	56.3745575	41.22772217	Федулово	station	Горьковская
7133	Горьковское	263054	Владимирская область	2060796.0	vladimir	RU-VLA	4741860673.0	56.36734772	41.27499008	253 км	halt	Горьковская
7134	Горьковское	263054	Владимирская область	2060796.0	vladimir	RU-VLA	247213095.0	56.36721802	41.27491379	253 км	halt	Горьковская
7135	Горьковское	263105	Владимирская область	2060350.0	vladimir	RU-VLA	538327248.0	56.36870575	41.30460739	Ковров 1	station	Горьковская
7136	Горьковское	263105	Владимирская область	2060350.0	vladimir	RU-VLA	4741861399.0	56.36875534	41.30455399	Ковров 1	station	Горьковская
7137	Горьковское	263113	Владимирская область	2061512.0	vladimir	RU-VLA	247213085.0	56.3835144	41.36076355	Ковров 2	halt	Горьковская
7138	Горьковское	263113	Владимирская область	2061512.0	vladimir	RU-VLA	4741860658.0	56.38354492	41.36072922	Ковров 2	halt	Горьковская
7139	Горьковское	263213	Владимирская область	2060797.0	vladimir	RU-VLA	247213080.0	56.39254379	41.40358353	262 км	halt	Горьковская
7140	Горьковское	263213	Владимирская область	2060797.0	vladimir	RU-VLA	4741861095.0	56.39257812	41.40357971	262 км	halt	Горьковская
7141	Горьковское	263317	Владимирская область	2060589.0	vladimir	RU-VLA	247213071.0	56.36632538	41.51455688	Осипово	halt	Горьковская
7142	Горьковское	263317	Владимирская область	2060589.0	vladimir	RU-VLA	4741861078.0	56.36635208	41.51459885	Осипово	halt	Горьковская
7143	Горьковское	263321	Владимирская область	2060798.0	vladimir	RU-VLA	4741861070.0	56.34471893	41.55294418	273 км	halt	Горьковская
7144	Горьковское	263321	Владимирская область	2060798.0	vladimir	RU-VLA	1204516253.0	56.34469604	41.55289841	273 км	halt	Горьковская
7145	Горьковское	263336	Владимирская область	2060715.0	vladimir	RU-VLA	4741861057.0	56.3138237	41.63286972	Крестниково	station	Горьковская
7146	Горьковское	263336	Владимирская область	2060715.0	vladimir	RU-VLA	1204515346.0	56.31378937	41.63279343	Крестниково	station	Горьковская
7147	Горьковское	263340	Владимирская область	2060705.0	vladimir	RU-VLA	247213076.0	56.38968277	41.44617081	Гостюхино	halt	Горьковская
7148	Горьковское	263340	Владимирская область	2060705.0	vladimir	RU-VLA	4741861088.0	56.3897171	41.44618225	Гостюхино	halt	Горьковская
7149	Горьковское	263355	Владимирская область	2060755.0	vladimir	RU-VLA	247213055.0	56.29850006	41.70854568	Сарыево	station	Горьковская
7150	Горьковское	263355	Владимирская область	2060755.0	vladimir	RU-VLA	4741861049.0	56.29853439	41.70856857	Сарыево	station	Горьковская
7151	Горьковское	263406	Владимирская область	2060755.0	vladimir	RU-VLA				Сарыево		Горьковская
7152	Горьковское	263410	Владимирская область	2060799.0	vladimir	RU-VLA	247213046.0	56.28596115	41.76192474	288 км	halt	Горьковская
7153	Горьковское	263410	Владимирская область	2060799.0	vladimir	RU-VLA	4741861038.0	56.2860527	41.76209259	288 км	halt	Горьковская
7154	Горьковское	263425	Владимирская область		vladimir	RU-VLA				МСТЕРА		Горьковская
7155	Горьковское	263432	Владимирская область		vladimir	RU-VLA				СЕНЬКОВО		Горьковская
7156	Горьковское	263509	Владимирская область	2060351.0	vladimir	RU-VLA	4741860975.0	56.26531982	41.86377716	Мстера	station	Горьковская
7157	Горьковское	263603	Владимирская область	2060352.0	vladimir	RU-VLA	6049677819.0	56.22397614	42.02073669	Сеньково	station	Горьковская
7158	Горьковское	263707	Владимирская область	2060360.0	vladimir	RU-VLA	689037544.0	56.20208359	42.16827774	Вязники	station	Горьковская
7159	Горьковское	263707	Владимирская область	2060360.0	vladimir	RU-VLA	4741861024.0	56.20216751	42.16846085	Вязники	station	Горьковская
7160	Горьковское	263711	Владимирская область	2062584.0	vladimir	RU-VLA	247211263.0	56.14197159	42.26887512	324 км	halt	Горьковская
7161	Горьковское	263711	Владимирская область	2062584.0	vladimir	RU-VLA	4741860916.0	56.14199066	42.26892853	324 км	halt	Горьковская
7162	Горьковское	263815	Владимирская область	2060634.0	vladimir	RU-VLA	1685775245.0	56.10751343	42.42445755	имени Войкова	halt	Горьковская
7163	Горьковское	263815	Владимирская область	2060634.0	vladimir	RU-VLA	4741860955.0	56.10755157	42.42446518	им. Войкова	halt	Горьковская
7164	Горьковское	263828	Владимирская область	2060353.0	vladimir	RU-VLA	247211249.0	56.10625839	42.33735275	Денисово	station	Горьковская
7165	Горьковское	263828	Владимирская область	2060353.0	vladimir	RU-VLA	4741860938.0	56.10628891	42.33738708	Денисово	station	Горьковская
7166	Горьковское	263919	Владимирская область	2061467.0	vladimir	RU-VLA	581048644.0	56.1173439	42.65363312	Молодники	halt	Горьковская
7167	Горьковское	263919	Владимирская область	2061467.0	vladimir	RU-VLA	4741860864.0	56.11738968	42.65356445	Молодники	halt	Горьковская
7168	Горьковское	263923	Владимирская область	2060354.0	vladimir	RU-VLA	247210074.0	56.10929108	42.51910782	Чулково	station	Горьковская
7169	Горьковское	263923	Владимирская область	2060354.0	vladimir	RU-VLA	4741860882.0	56.10935211	42.51914597	Чулково	station	Горьковская
7170	Горьковское	264004	Владимирская область	2060356.0	vladimir	RU-VLA	1653223927.0	56.15921021	42.81439209	Гороховец	station	Горьковская
7171	Горьковское	264019	Владимирская область	2060635.0	vladimir	RU-VLA	2548318055.0	56.17999649	42.84577942	Галицкая	halt	Горьковская
7172	Горьковское	264019	Владимирская область	2060635.0	vladimir	RU-VLA	247209026.0	56.17999649	42.84572601	Галицкая	halt	Горьковская
7173	Горьковское	264108	Нижегородская область	2060447.0	nizhegorod	RU-NIZ				Ильино		Горьковская
7174	Горьковское	264112	Нижегородская область	2060072.0	nizhegorod	RU-NIZ	6651662386.0	56.25068283	42.87303543	Чичерево	halt	Горьковская
7175	Горьковское	264127	Нижегородская область	2060697.0	nizhegorod	RU-NIZ	6651662385.0	56.27364349	42.82302856	Инженерная	halt	Горьковская
7176	Горьковское	264146	Нижегородская область	2061540.0	nizhegorod	RU-NIZ	6651305041.0	56.2233429	42.96616364	Ильиногорская	halt	Горьковская
7177	Горьковское	264150	Нижегородская область	2061570.0	nizhegorod	RU-NIZ	244887849.0	56.21413422	43.06430435	Горбатовка	halt	Горьковская
7178	Горьковское	264216	Нижегородская область	2061501.0	nizhegorod	RU-NIZ	450754586.0	56.29528046	42.78434372	Великое Озеро	station	Горьковская
7179	Горьковское	264319	Нижегородская область	2061618.0	nizhegorod	RU-NIZ	2962775967.0	56.29031754	43.02669525	Золино	halt	Горьковская
7180	Горьковское	264319	Нижегородская область	2061618.0	nizhegorod	RU-NIZ	6651668878.0	56.38642502	42.68040848	Золино	halt	Горьковская
7181	Горьковское	264326	Нижегородская область		nizhegorod	RU-NIZ				Окская		Горьковская
7182	Горьковское	264413	Нижегородская область	2061484.0	nizhegorod	RU-NIZ	6651634384.0	56.41276169	42.63490677	Фролищи	halt	Горьковская
